query_id,dataset_name,tier,split
b7341b1e5195,General Knowledge,hard,val
b73a47f97880,Competitive Math,easy,test
b73a555554ee,General Knowledge,medium,train
b75ca2af614d,General Knowledge,hard,train
b768ac62530e,General Knowledge,easy,train
b7f1e4453db9,Coding,easy,train
b8189f70c2b7,General Knowledge,easy,train
b830a42b6a7a,Coding,easy,train
b86dda327d9c,Coding,medium,train
b87da186fa84,Mathematical Reasoning,easy,train
b9458abea019,Coding,easy,train
b94f41414047,General Knowledge,easy,test
b94fad24c534,Coding,medium,train
b96a00dc8bba,General Knowledge,easy,train
b987252aa048,General Knowledge,easy,train
b99c781ac69d,Coding,easy,train
b9a21adfed66,Mathematical Reasoning,hard,train
b9ac50f85396,Competitive Math,easy,train
b9d097bd9614,General Knowledge,easy,val
b9d46b34a79a,Coding,easy,test
b9e03b452b67,General Knowledge,easy,train
ba102a121a09,General Knowledge,easy,train
ba67194437ad,Scientific Questionnaire,medium,val
ba786ffaa4fe,General Knowledge,easy,train
ba7a4404d63b,Coding,medium,train
ba9cb56c8d3c,General Knowledge,easy,val
bace0776874f,Coding,easy,val
bad3273056d7,Scientific Questionnaire,easy,train
bb235374942a,Scientific Questionnaire,medium,test
bb612b506df8,General Knowledge,easy,train
bb9a5a42ce26,General Knowledge,easy,test
bbcab1c76606,Coding,easy,train
bbd43cb491cc,Coding,hard,val
bc2abec665ae,Coding,medium,test
bc6b1b6fd60e,Coding,easy,train
bc72769867ff,General Knowledge,medium,test
bcb3485e0b70,General Knowledge,easy,train
bccc46eb0b8f,Coding,medium,train
bd02f22e56c3,General Knowledge,easy,train
bd0e55769fb9,General Knowledge,medium,val
bd1199f71baa,Coding,medium,train
bd58d2b4f83d,General Knowledge,easy,val
bd8cb1b77fec,Coding,hard,train
bd971a902715,General Knowledge,easy,val
bdea1bc8c8b1,General Knowledge,hard,train
bdeb921833a3,General Knowledge,easy,test
bdeda62d633c,General Knowledge,easy,train
bdf87efd3d38,Scientific Questionnaire,easy,test
be077be3b455,Mathematical Reasoning,medium,val
be1d15b98638,Coding,easy,train
be2c9f2ba883,Coding,easy,train
be5ba947f49d,Coding,easy,train
be5e9b2dbec4,General Knowledge,easy,train
be6b814a54af,Coding,easy,train
be7ac55e418a,General Knowledge,hard,train
be83a76bb8ec,Scientific Questionnaire,easy,train
be931dcb394d,Coding,easy,train
bea7460eb8f5,General Knowledge,easy,train
beb37e63e53f,Coding,easy,val
bec6d4473f24,Coding,hard,train
bedde6ebd0d5,General Knowledge,easy,train
bee954aae67c,General Knowledge,easy,train
bf0c8cf5d743,Coding,medium,train
bf15b2f398ac,General Knowledge,easy,train
bf221cb9b631,General Knowledge,easy,train
bf32724e737e,General Knowledge,easy,train
bf32850f34f8,Coding,hard,train
bfa85e093b51,Coding,easy,train
bfacec03b83e,General Knowledge,easy,train
bfdf4cf1474e,General Knowledge,easy,train
c075526f1316,Coding,medium,train
c0ae91bcc019,General Knowledge,hard,train
c0d33603dcf8,Scientific Questionnaire,medium,train
c0e5db42d96d,Coding,easy,train
c1108284e767,General Knowledge,easy,train
c14a3b1d263d,Coding,easy,test
c1aa51374dd8,General Knowledge,hard,train
c1b3f56c847b,General Knowledge,easy,train
c1eea462d6f5,Scientific Questionnaire,easy,train
c22aa4af6c7f,General Knowledge,easy,train
c261a37f14fa,General Knowledge,medium,train
c263eac739a5,Mathematical Reasoning,medium,val
c29bd4874a14,General Knowledge,easy,train
c2b7f04d613a,Scientific Questionnaire,medium,train
c2c6b222e3a3,Scientific Questionnaire,medium,train
c335942005c3,Coding,easy,train
c34911d6b5db,Coding,easy,train
c35f8825a188,Coding,medium,test
c3bb79b0cb31,Coding,hard,test
c3c6884b0002,Coding,easy,train
c3d616e71e2b,General Knowledge,easy,test
c3d9e96e5fcf,Coding,medium,val
c3dceccf3568,General Knowledge,hard,test
c3eec58ce94d,Mathematical Reasoning,easy,train
c42988f0b9b0,General Knowledge,easy,train
c4c368b53fcd,General Knowledge,easy,test
c4c6e3e29c0b,General Knowledge,hard,train
c4fd26d52561,General Knowledge,medium,train
c50b14ddcc45,General Knowledge,hard,train
c53732c1635a,Coding,easy,train
c5758a8346e4,General Knowledge,easy,test
c57f2b94cb17,Coding,hard,train
c623f36ff663,General Knowledge,medium,train
c62c20c30773,Coding,easy,train
c641ce726aad,General Knowledge,hard,train
c6425d131d65,Coding,easy,train
c64dc3657e5f,General Knowledge,easy,train
c699bc1d2f4a,General Knowledge,easy,train
c6a800b31589,Coding,easy,val
c6bc9a35ae4a,General Knowledge,easy,train
c72e9046946b,Coding,easy,val
c748db5c79b2,General Knowledge,easy,test
c7701913e0e1,General Knowledge,easy,train
c782cd20fd0c,General Knowledge,easy,test
c79acb1d62f3,Coding,medium,train
c7c3c7015917,Coding,easy,train
c835768497d4,Coding,easy,test
c85a03f057c6,General Knowledge,easy,val
c8e2ec57e2d4,General Knowledge,easy,val
c8e4ad07ff6d,Coding,easy,train
c8ea21a14fff,General Knowledge,easy,test
c915148d117c,Coding,easy,val
c924e95c919e,Coding,easy,train
c933af780803,Coding,easy,train
c97a601b72ff,Coding,easy,train
c99cc3e267ce,General Knowledge,hard,train
c9b84a083b6c,Coding,medium,test
c9ec4e6b42fb,Coding,medium,train
ca4fbf913acf,Coding,easy,train
ca6d50ee4e9c,Coding,medium,train
ca7ced42d8e4,General Knowledge,easy,val
cad39da297de,Coding,easy,train
cae11cf254b8,Coding,easy,train
cb12ce6d4239,Mathematical Reasoning,easy,train
cb1619f37b70,General Knowledge,easy,val
cbb10c7a31da,General Knowledge,easy,train
cbc7d001c248,Coding,easy,train
cbcd1a3f8749,General Knowledge,easy,val
cbf9ee1d20e1,Coding,easy,train
cc310fdbd25f,General Knowledge,easy,train
cc5915c2d24e,General Knowledge,easy,val
cc96e2625c04,Coding,medium,val
ccc1d8140cd0,Competitive Math,medium,train
cd1682bbf0d6,Scientific Questionnaire,hard,train
cd2cb2b84092,General Knowledge,easy,train
cd432aecc0ff,General Knowledge,easy,train
cd6dc75456c1,Coding,medium,train
cd839e43e637,Coding,medium,train
cdbd883574d2,Coding,easy,test
cdc8486cefbe,General Knowledge,hard,train
cde841d33ed3,General Knowledge,easy,train
ce57f857b5df,Coding,hard,train
ce70640b1873,General Knowledge,medium,val
ce935e5eeafa,Coding,medium,train
cf1392e1d869,General Knowledge,easy,train
cf19fc2da614,General Knowledge,easy,train
cf1a390f4844,General Knowledge,easy,train
cfc4b4b9a138,Coding,easy,test
cfcf1a5b8d18,Scientific Questionnaire,hard,train
d04b6e9703a1,General Knowledge,easy,train
d08235edd35a,Coding,easy,train
d089fbb9c728,General Knowledge,easy,train
d0c58afe42b9,General Knowledge,easy,train
d0e035ae2662,Coding,easy,train
d10f22b4b2d9,General Knowledge,hard,train
d1424053aae9,Coding,medium,val
d14bd76d91c2,General Knowledge,easy,train
d186a9c6c1be,Coding,medium,train
d196385ac8b7,General Knowledge,easy,test
d2238c736037,General Knowledge,easy,train
d26068c859e4,Coding,easy,val
d2776022cf73,Coding,easy,train
d27e9870d3d1,Coding,easy,test
d27f2ddff290,General Knowledge,hard,train
d2987fabf14c,General Knowledge,hard,train
d29e2a7e4bb4,Coding,easy,train
d2e5b4162d6c,General Knowledge,easy,train
d2e8059c7368,Coding,hard,train
d2f70025dd45,Coding,easy,test
d304381b1b95,Coding,medium,test
d31cff6fc3c0,General Knowledge,easy,train
d3af58073b4f,General Knowledge,easy,train
d3b5629f8035,Coding,medium,train
d3e400e6d9a9,General Knowledge,easy,train
d4274a3bf5fb,General Knowledge,easy,train
d45c8b05a1b9,Coding,medium,val
d479a71a15e4,Scientific Questionnaire,medium,test
d49f9f7386a8,General Knowledge,easy,train
d4d96ab9ccfc,General Knowledge,easy,train
d50062dccdc7,Scientific Questionnaire,easy,test
d56950a82fc6,General Knowledge,easy,train
d56db9da20db,Coding,easy,train
d5dc82f43fef,General Knowledge,easy,train
d5f6a954bb4d,Scientific Questionnaire,hard,test
d673a71719c3,General Knowledge,easy,train
d6b55e713632,Coding,medium,train
d6bb64a9d1d4,Coding,hard,train
d6fa38a0aed9,Coding,hard,val
d6fd614ad821,Scientific Questionnaire,medium,train
d6ffb40c24bc,General Knowledge,easy,train
d70dc52659a9,Coding,medium,train
d756c039c8be,Coding,easy,val
d7a36c32b422,General Knowledge,hard,train
d7cf34cb16de,General Knowledge,easy,train
d7d62e5234f3,Mathematical Reasoning,easy,train
d7f5388900b9,Coding,medium,test
d87b8b54d0f4,Coding,easy,train
d8bf2c8b21cb,Coding,easy,train
d8d23e2e9563,General Knowledge,easy,test
d933fa24be14,General Knowledge,hard,train
d9988087b538,Scientific Questionnaire,medium,train
d99cc79a22dd,General Knowledge,easy,val
d9c5f32c5b93,General Knowledge,medium,train
d9d2cda9de24,Coding,easy,train
d9ec26033765,General Knowledge,easy,test
da27b5f3be10,Coding,easy,train
da31baa143b1,General Knowledge,easy,train
dac159172bbf,General Knowledge,easy,train
daca9c8e07df,General Knowledge,medium,train
dae94b5b58e3,Coding,medium,train
daec8146f876,General Knowledge,easy,test
db25b5cae74c,General Knowledge,medium,val
db34fa4de5a8,General Knowledge,hard,test
db6d353ad8e7,Coding,hard,train
db778000ed0d,General Knowledge,easy,train
dbb1f7d6c1d0,Coding,easy,val
dbb9c11eb78a,Coding,easy,train
dbe08e255855,Coding,medium,test
dbe294e892fc,Coding,easy,train
dc124c4cf13d,General Knowledge,easy,train
dc2ef61975ba,General Knowledge,easy,train
dc34437ef024,Coding,easy,train
dc9f87f24252,General Knowledge,easy,test
dcbf79a65764,Coding,easy,train
dce488567afc,Coding,easy,test
dd0f021197af,General Knowledge,hard,train
dd1a78f8cc25,General Knowledge,easy,train
dd220e94d545,Coding,easy,train
dd2b9f9bd64f,General Knowledge,easy,train
dd35ba9eb844,General Knowledge,easy,val
dd3a719e71bf,Coding,easy,train
dd633e6e305d,Coding,easy,train
dd91f974b73d,General Knowledge,easy,test
dd9c9d0b7c18,General Knowledge,hard,train
ddbab5ee5bd8,General Knowledge,easy,train
de1784e9c8ec,General Knowledge,easy,train
de96c93dd5d8,Scientific Questionnaire,easy,train
dea9f7182ac9,Coding,easy,val
ded16bcc8032,General Knowledge,easy,test
ded42eec7904,General Knowledge,easy,train
defd5e628cdf,Coding,medium,test
df280b3b0be9,General Knowledge,easy,train
df44b4519143,Scientific Questionnaire,medium,val
df7365b23904,Competitive Math,medium,test
dfaffef79d1f,General Knowledge,easy,train
dfc98b63e668,General Knowledge,easy,train
dfd197c5c63d,Coding,medium,train
dfeb783aa7e8,Coding,easy,train
e00efe3b1b33,General Knowledge,easy,val
e0131e201637,Coding,easy,train
e01f07302b86,Coding,easy,train
e056cbda06eb,Coding,hard,val
e070cb6213e5,Coding,easy,train
e07166d7883d,Coding,medium,train
e0d3862f8144,Coding,easy,train
e0e9f703a578,Coding,easy,val
e10a6d7d530c,General Knowledge,easy,test
e10b4a14a2b2,General Knowledge,easy,train
e11cd9670784,Coding,easy,train
e1445ad49050,General Knowledge,hard,test
e15289533680,Coding,hard,train
e181228e6672,General Knowledge,easy,train
e1b7253020ee,Coding,hard,train
e1de46fc740a,Coding,easy,val
e213deaf6af5,General Knowledge,hard,test
e21704de8b91,Coding,medium,train
e22aed0955a8,Scientific Questionnaire,medium,train
e22b85654007,Coding,easy,train
e242d3a479b6,Coding,medium,train
e25d029c0292,Coding,easy,train
e27cdc349c57,General Knowledge,easy,train
e2efd57d71e4,Scientific Questionnaire,easy,val
e313ec7c1482,General Knowledge,easy,test
e31621b75027,Coding,easy,val
e31dfa155a8e,Scientific Questionnaire,easy,test
e33bfe8b8ad1,General Knowledge,easy,test
e3f2477838ec,General Knowledge,easy,train
e457f9a9717e,General Knowledge,easy,val
e46cc19b4097,Coding,easy,test
e491c04125e6,General Knowledge,easy,val
e4a05396f005,Coding,easy,train
e4efbbafd837,General Knowledge,easy,train
e5031527db6d,Scientific Questionnaire,medium,test
e5131c9427ac,General Knowledge,easy,train
e51d0d16389c,General Knowledge,medium,train
e52b36065f22,Coding,medium,train
e52bed813299,Coding,easy,train
e530ed0c1203,Coding,easy,test
e5345ce55871,General Knowledge,easy,val
e545130aed69,General Knowledge,hard,train
e5619a78e1e4,Coding,medium,train
e5903d9f6f29,General Knowledge,easy,train
e5ce5225d0c1,Coding,easy,train
e5f23eb597e8,Scientific Questionnaire,easy,train
e60437722076,General Knowledge,easy,train
e6333e907b00,General Knowledge,easy,train
e6394b6bd394,Coding,hard,train
e667f1b8a76d,General Knowledge,hard,train
e672f5a549dc,General Knowledge,hard,val
e67cddea6b08,Competitive Math,easy,val
e69e7cb76645,Coding,easy,train
e6ab9670723c,General Knowledge,hard,train
e6ba5b7381a7,General Knowledge,easy,train
e6c6ba7901ca,Coding,easy,train
e701ebd1ff58,Coding,easy,train
e74ad7ae8dd5,General Knowledge,easy,train
e7539807044c,Mathematical Reasoning,easy,train
e76ab2978cd7,Coding,easy,train
e7b3de57ab01,General Knowledge,easy,train
e7d57319f870,Coding,medium,train
e7dfc352d348,Coding,easy,train
e804091f382c,General Knowledge,easy,train
e80abd8fd381,General Knowledge,easy,val
e819775c77c9,General Knowledge,easy,train
e8338317f775,General Knowledge,medium,test
e84505bc4be0,Coding,easy,train
e888f5d07162,General Knowledge,hard,train
e8bff8a4e223,Mathematical Reasoning,easy,train
e8c9994422f6,Coding,easy,train
e8f35430f4fb,Coding,medium,test
e94cdb857f71,Competitive Math,hard,train
e977f72c818b,General Knowledge,easy,train
e9a09e325646,General Knowledge,easy,train
ea10c5efc341,Coding,easy,val
ea2b06628b8a,General Knowledge,hard,train
ea7fdf70bb7e,Coding,easy,test
ea81cd0c099f,General Knowledge,easy,train
eadf2482fb8f,Coding,easy,test
eb162a8b84ef,Coding,hard,test
ebcc6cda5aa0,Coding,easy,val
ebfedae18c53,General Knowledge,easy,train
ec08f0c1cd78,Scientific Questionnaire,hard,train
ec1869a68ff2,General Knowledge,easy,train
ec20edf173d8,General Knowledge,easy,test
ec5558cfa76a,Coding,easy,test
ec617e15ddfa,Coding,easy,train
ec6e26aea538,General Knowledge,easy,train
ec7797500f78,Coding,easy,train
ec8f9ac00c58,General Knowledge,easy,train
ec8fb077aa3a,General Knowledge,easy,train
ec956840be7d,General Knowledge,easy,train
ec95e81f6dde,Coding,easy,train
ec9a6cfb34c5,General Knowledge,easy,val
ecb0ecef7749,General Knowledge,easy,train
ece206e5cf7e,Coding,easy,train
ed0e71c1ca1a,General Knowledge,easy,test
ed3cf1ca0c92,Mathematical Reasoning,easy,test
ed3dfd68aaec,General Knowledge,easy,train
ed8730b18c5d,Mathematical Reasoning,easy,train
eda637b30266,General Knowledge,easy,val
edd9740f9fea,General Knowledge,easy,train
edda3296ed75,Scientific Questionnaire,medium,train
ee09cfe5f8de,General Knowledge,easy,train
ee301203fec3,General Knowledge,easy,train
eea6f24a4a0a,Coding,easy,train
eeb42d437440,General Knowledge,easy,test
eecb70964c0c,Coding,easy,train
eee97caf4c27,General Knowledge,easy,train
ef23fb0193ef,General Knowledge,easy,train
ef2dc5c64f10,General Knowledge,medium,val
ef7aebf5b7c5,Coding,easy,train
ef8521df82a1,Scientific Questionnaire,medium,train
efa804d4f8a1,Coding,hard,train
efb2a6b32b93,Scientific Questionnaire,easy,train
efbb1682a683,General Knowledge,easy,train
efbdd6663f03,Coding,easy,test
efcbf93420ae,Coding,easy,train
efd24e0f9774,General Knowledge,easy,train
eff56a832f8d,Coding,easy,train
f00361015094,Scientific Questionnaire,medium,train
f06a28dfad2a,General Knowledge,easy,train
f0709a140981,Coding,easy,train
f090ea2002e4,General Knowledge,medium,train
f09cd8303bdc,Coding,medium,train
f0ba31459e67,Competitive Math,easy,train
f0bb0c4e7965,Coding,easy,train
f0c3d48588e4,General Knowledge,medium,test
f0f1dc23fb21,General Knowledge,easy,val
f102b7b0b85d,Coding,hard,val
f11ecb9e20ee,Coding,easy,train
f122fab9b1bc,Coding,hard,train
f14cf798769a,General Knowledge,medium,train
f164e759a502,Scientific Questionnaire,easy,train
f182e45623a1,General Knowledge,easy,train
f18ad1d03c55,General Knowledge,easy,train
f192348b25e7,General Knowledge,easy,train
f1ed4fe2a198,General Knowledge,easy,train
f250c01f3e65,General Knowledge,hard,train
f2bb8a1eacf1,Coding,hard,train
f2c3a7751588,Coding,hard,train
f2d16055c546,General Knowledge,medium,train
f2d67e2125c5,Coding,easy,train
f2e1fe12de73,General Knowledge,easy,val
f330245c6de3,Coding,easy,val
f360b2b01d74,General Knowledge,easy,val
f3823d07d782,Coding,medium,train
f3972067ad2f,Coding,easy,train
f3cdf8650fbd,Scientific Questionnaire,easy,train
f3df8df11906,General Knowledge,easy,val
f3f15f1a6e21,Coding,hard,train
f4176ad29a6f,General Knowledge,medium,train
f435ab75844b,General Knowledge,hard,train
f4a9e79092ea,General Knowledge,easy,val
f4dbb3348c47,General Knowledge,easy,train
f4e911d1a755,General Knowledge,easy,val
f4ef78a55a13,Coding,easy,val
f4f7f6171e6f,Coding,easy,test
f506db492c25,Competitive Math,hard,train
f50b19215adc,Coding,easy,test
f5167d171709,Coding,easy,train
f524ce0c8c1c,Coding,easy,train
f52c51014cbf,Coding,easy,val
f547b83441d7,Coding,medium,train
f5959487d4df,Coding,medium,train
f5b311d087de,Coding,easy,train
f5c059e94026,Mathematical Reasoning,medium,train
f5cbc7c1c614,Coding,easy,train
f5f738b439cb,Mathematical Reasoning,easy,train
f65aafc67874,General Knowledge,easy,test
f6685302c896,Mathematical Reasoning,hard,train
f693e1cf4b2b,Coding,medium,train
f6c1f929d777,General Knowledge,easy,train
f6d10f3f5652,Coding,easy,train
f736d3523571,Coding,easy,val
f744ba7a4b09,Coding,hard,test
f7794bff52e0,General Knowledge,easy,test
f784c90743c7,General Knowledge,medium,train
f7987f6a0d98,General Knowledge,easy,train
f803af607c27,General Knowledge,easy,val
f845473f231b,Coding,easy,train
f84f6913a6d6,General Knowledge,hard,train
f854ac79abec,Coding,easy,test
f88489ab0cc2,General Knowledge,easy,train
f8d6958a6f61,Coding,medium,val
f8dbb3ee3889,Coding,easy,train
f9035c0bd1ed,General Knowledge,easy,train
f90fe671d742,Scientific Questionnaire,easy,val
f92f101c87f2,Coding,easy,train
f966a134d8b6,Competitive Math,easy,train
f975252d79bd,Scientific Questionnaire,easy,train
f9a9550e84ae,General Knowledge,medium,test
f9baf34d540c,Coding,easy,train
f9efea1c86ab,Coding,easy,train
f9f5c39b00e9,Mathematical Reasoning,medium,train
f9fad1ba7559,General Knowledge,medium,train
f9ff940f4549,General Knowledge,hard,train
fa45add724f1,Scientific Questionnaire,easy,train
fae630268a8c,Coding,hard,train
faec59dbc949,General Knowledge,easy,train
faecc8c63d90,General Knowledge,medium,train
fb879c3a9fd3,Scientific Questionnaire,easy,train
fb87f351957a,General Knowledge,easy,train
fba3c5d23d19,Coding,easy,val
fba79896c745,Mathematical Reasoning,hard,train
fbbbce34244c,General Knowledge,hard,train
fbd6e0824107,Mathematical Reasoning,easy,train
fbde24e674bd,General Knowledge,easy,train
fc05e8fafc23,General Knowledge,easy,train
fc3438b9814e,General Knowledge,easy,test
fc3e295c20df,Scientific Questionnaire,hard,train
fc59ce5ada6e,Coding,hard,train
fc65012f593e,General Knowledge,easy,val
fc6ab143cebd,General Knowledge,medium,train
fcd1284d6bc8,Coding,easy,train
fcd7ce90aae8,Mathematical Reasoning,medium,test
fcea3d103267,Coding,medium,test
fcf56443b7de,Coding,easy,train
fd0b65f27691,Coding,easy,val
fd1d67d06313,General Knowledge,easy,train
fd252bbdfc49,Mathematical Reasoning,medium,train
fd70fbb275e1,General Knowledge,hard,train
fd837300ad69,General Knowledge,medium,val
fd8ae9db867a,Scientific Questionnaire,easy,train
fdb9dc750790,General Knowledge,hard,train
fdcaed0d48c8,Coding,easy,train
fe06f06aaba8,General Knowledge,easy,test
fe09308af9bd,Coding,easy,train
fe2a6e0f7926,Mathematical Reasoning,medium,train
fe2b50e128d2,Scientific Questionnaire,easy,train
fe7f05442dda,Coding,easy,train
feaa2ba9b0a1,Coding,easy,train
feeb88a539e1,Coding,medium,train
fef894ef4e84,Coding,easy,val
ff177e8d5a0f,Coding,easy,train
ff6a4763ec26,Scientific Questionnaire,medium,val
ff6fd9584217,General Knowledge,easy,train
ff7056aebd8f,General Knowledge,easy,train
ff8d473789bf,General Knowledge,easy,train
ffabab137cdd,Coding,hard,val
ffae6b3e521a,General Knowledge,hard,train
